text,reading,rank
凝視,ぎょうし,4481
象徴,しょうちょう,4483
挑発,ちょうはつ,4506
帰還,きかん,4507
欠片,かけら,4508
反射,はんしゃ,4512
本部,ほんぶ,4513
化粧,けしょう,4515
機嫌,きげん,4522
政治,せいじ,4530
警告,けいこく,4533
着地,ちゃくち,4534
満面,まんめん,4537
方角,ほうがく,4539
温度,おんど,4541
悪夢,あくむ,4544
異変,いへん,4551
市民,しみん,4552
眼前,がんぜん,4555
合格,ごうかく,4560
敷地,しきち,4562
限定,げんてい,4563
一角,いっかく,4565
意地,いじ,4571
使命,しめい,4574
放棄,ほうき,4604
芝居,しばい,4605
水面,すいめん,4606
高速,こうそく,4613
吸収,きゅうしゅう,4616
一個,いっこ,4617
進化,しんか,4620
集合,しゅうごう,4623
年下,としした,4631
同僚,どうりょう,4633
神社,じんじゃ,4634
敵意,てきい,4637
指揮,しき,4640
解消,かいしょう,4641
頭部,とうぶ,4643
休日,きゅうじつ,4647
披露,ひろう,4652
卑怯,ひきょう,4655
干渉,かんしょう,4656
一階,いっかい,4658
冒険,ぼうけん,4659
親指,おやゆび,4660
騒動,そうどう,4664
起動,きどう,4666
繊細,せんさい,4668
衝突,しょうとつ,4671
自己,じこ,4675
思惑,おもわく,4676
対峙,たいじ,4678
借金,しゃっきん,4679
遺体,いたい,4680
概念,がいねん,4703
殺害,さつがい,4711
招待,しょうたい,4712
決着,けっちゃく,4713
快楽,かいらく,4723
撤退,てったい,4725
相性,あいしょう,4726
最期,さいご,4729
要請,ようせい,4733
配慮,はいりょ,4734
義理,ぎり,4736
理論,りろん,4737
物騒,ぶっそう,4740
一晩,ひとばん,4742
友情,ゆうじょう,4745
緑色,みどりいろ,4747
留守,るす,4748
優勝,ゆうしょう,4756
不要,ふよう,4758
覚醒,かくせい,4765
本体,ほんたい,4772
地点,ちてん,4773
初日,しょにち,4778
年頃,としごろ,4779
独立,どくりつ,4781
効率,こうりつ,4782
物体,ぶったい,4801
交流,こうりゅう,4803
収穫,しゅうかく,4806
直撃,ちょくげき,4807
各地,かくち,4808
拠点,きょてん,4809
急速,きゅうそく,4812
国内,こくない,4818
兄妹,けいまい,4821
浮気,うわき,4822
一行,いっこう,4825
放送,ほうそう,4826
花火,はなび,4827
金額,きんがく,4829
天気,てんき,4830
心地,ここち,4832
店主,てんしゅ,4834
無用,むよう,4835
情熱,じょうねつ,4837
瞬時,しゅんじ,4838
洗濯,せんたく,4840
毎回,まいかい,4841
道理,どうり,4843
結末,けつまつ,4849
滞在,たいざい,4851
通過,つうか,4853
動機,どうき,4860
特有,とくゆう,4863
演奏,えんそう,4864
誘拐,ゆうかい,4866
順番,じゅんばん,4868
無礼,ぶれい,4870
信仰,しんこう,4875
発射,はっしゃ,4877
小娘,こむすめ,4878
片隅,かたすみ,4905
巨人,きょじん,4909
悲劇,ひげき,4914
見学,けんがく,4915
整備,せいび,4916
箇所,かしょ,4918
全滅,ぜんめつ,4922
小僧,こぞう,4925
取材,しゅざい,4926
乾杯,かんぱい,4928
知恵,ちえ,4932
習慣,しゅうかん,4933
次回,じかい,4937
観客,かんきゃく,4942
一員,いちいん,4943
阻止,そし,4946
圧倒,あっとう,4947
真相,しんそう,4948
一家,いっか,4949
外国,がいこく,4951
一礼,いちれい,4953
企画,きかく,4955
諸君,しょくん,4957
来週,らいしゅう,4958
企業,きぎょう,4963
極端,きょくたん,4970
急激,きゅうげき,4974
何百,なんびゃく,4975
左腕,さわん,4978
十数,じゅうすう,5002
強制,きょうせい,5003
機関,きかん,5005
上等,じょうとう,5006
迫力,はくりょく,5007
開催,かいさい,5012
物事,ものごと,5013
突如,とつじょ,5020
両者,りょうしゃ,5023
営業,えいぎょう,5024
尋常,じんじょう,5027
脳内,のうない,5029
絶句,ぜっく,5031
痙攣,けいれん,5033
神聖,しんせい,5034
採用,さいよう,5035
些細,ささい,5036
考慮,こうりょ,5038
本質,ほんしつ,5041
誘惑,ゆうわく,5045
体格,たいかく,5047
一瞥,いちべつ,5049
露骨,ろこつ,5050
生地,きじ,5051
人材,じんざい,5053
運営,うんえい,5054
出来,でき,5056
着物,きもの,5057
獲得,かくとく,5062
突進,とっしん,5064
資金,しきん,5065
正気,しょうき,5072
受付,うけつけ,5087
悪化,あっか,5105
気軽,きがる,5108
過程,かてい,5110
前髪,まえがみ,5112
武装,ぶそう,5115
一層,いっそう,5118
宗教,しゅうきょう,5127
路地,ろじ,5130
未知,みち,5131
憎悪,ぞうお,5133
傷口,きずぐち,5134
思想,しそう,5137
比較,ひかく,5148
広大,こうだい,5151
無謀,むぼう,5152
偽物,にせもの,5153
痕跡,こんせき,5155
殺意,さつい,5156
一段,いちだん,5157
代物,しろもの,5162
密着,みっちゃく,5169
破滅,はめつ,5171
上品,じょうひん,5172
察知,さっち,5177
奥様,おくさま,5180
懸念,けねん,5181
中断,ちゅうだん,5182
単位,たんい,5183
妨害,ぼうがい,5184
砂糖,さとう,5188
刹那,せつな,5204
二百,にひゃく,5206
手術,しゅじゅつ,5209
早朝,そうちょう,5214
対面,たいめん,5217
症状,しょうじょう,5218
動画,どうが,5219
毛布,もうふ,5220
市場,しじょう,5223
存分,ぞんぶん,5225
微塵,みじん,5227
基礎,きそ,5232
離婚,りこん,5239
番組,ばんぐみ,5241
膨大,ぼうだい,5242
訪問,ほうもん,5244
数百,すうひゃく,5251
居間,いま,5254
殺気,さっき,5255
衣服,いふく,5258
翌朝,よくあさ,5259
紳士,しんし,5260
他国,たこく,5261
泥棒,どろぼう,5263
幹部,かんぶ,5266
解説,かいせつ,5267
彼方,かなた,5268
頂点,ちょうてん,5271
美女,びじょ,5273
食欲,しょくよく,5276
圧力,あつりょく,5277
失望,しつぼう,5278
入手,にゅうしゅ,5280
不在,ふざい,5305
退治,たいじ,5306
以後,いご,5308
処刑,しょけい,5313
血液,けつえき,5315
科学,かがく,5318
後退,こうたい,5321
関心,かんしん,5325
防衛,ぼうえい,5326
双方,そうほう,5330
試練,しれん,5337
登校,とうこう,5339
頂戴,ちょうだい,5341
保存,ほぞん,5343
的確,てきかく,5344
美貌,びぼう,5348
給料,きゅうりょう,5349
数分,すうふん,5350
天国,てんごく,5351
障害,しょうがい,5353
破片,はへん,5358
連携,れんけい,5359
涙目,なみだめ,5361
忠実,ちゅうじつ,5368
消耗,しょうもう,5372
予約,よやく,5374
湯気,ゆげ,5377
頻繁,ひんぱん,5380
独自,どくじ,5381
外側,そとがわ,5386
思案,しあん,5388
菓子,かし,5389
両足,りょうあし,5402
一室,いっしつ,5405
直感,ちょっかん,5407
進路,しんろ,5410
真顔,まがお,5414
強大,きょうだい,5419
駅前,えきまえ,5424
修理,しゅうり,5425
中国,ちゅうごく,5427
演出,えんしゅつ,5432
対立,たいりつ,5433
区別,くべつ,5438
世代,せだい,5439
他者,たしゃ,5445
封筒,ふうとう,5446
頑丈,がんじょう,5447
性能,せいのう,5450
作成,さくせい,5451
次元,じげん,5455
作家,さっか,5457
充実,じゅうじつ,5458
一連,いちれん,5459
財産,ざいさん,5460
回答,かいとう,5461
改善,かいぜん,5462
懇願,こんがん,5464
露出,ろしゅつ,5465
即答,そくとう,5469
裏腹,うらはら,5471
予算,よさん,5473
手袋,てぶくろ,5477
小型,こがた,5478
主役,しゅやく,5479
照明,しょうめい,5506
握手,あくしゅ,5507
敵対,てきたい,5508
頭痛,ずつう,5512
処置,しょち,5513
記念,きねん,5515
明白,めいはく,5518
反動,はんどう,5519
平凡,へいぼん,5524
平穏,へいおん,5525
中年,ちゅうねん,5526
了承,りょうしょう,5527
四方,しほう,5528
執着,しゅうちゃく,5531
装飾,そうしょく,5533
道中,どうちゅう,5535
通話,つうわ,5540
不穏,ふおん,5541
一流,いちりゅう,5543
拷問,ごうもん,5544
歓喜,かんき,5545
古代,こだい,5548
青春,せいしゅん,5550
販売,はんばい,5551
前進,ぜんしん,5553
言語,げんご,5555
逆転,ぎゃくてん,5557
厳重,げんじゅう,5564
宿題,しゅくだい,5567
指名,しめい,5570
刃物,はもの,5573
寿命,じゅみょう,5575
有様,ありさま,5594
交代,こうたい,5603
十三,じゅうさん,5613
黄色,きいろ,5615
包丁,ほうちょう,5616
猛烈,もうれつ,5622
設備,せつび,5623
感嘆,かんたん,5626
物質,ぶっしつ,5630
法律,ほうりつ,5634
提示,ていじ,5637
社員,しゃいん,5638
十六,じゅうろく,5643
前日,ぜんじつ,5645
何日,なんにち,5646
宝物,たからもの,5647
救出,きゅうしゅつ,5648
芸術,げいじゅつ,5649
職場,しょくば,5650
住所,じゅうしょ,5652
過剰,かじょう,5653
日頃,ひごろ,5655
本棚,ほんだな,5659
形成,けいせい,5661
自力,じりき,5662
重力,じゅうりょく,5668
軌道,きどう,5672
国境,こっきょう,5673
権限,けんげん,5676
徹底,てってい,5701
修復,しゅうふく,5705
稽古,けいこ,5706
側面,そくめん,5709
不敵,ふてき,5715
修正,しゅうせい,5716
見物,けんぶつ,5719
主義,しゅぎ,5721
食器,しょっき,5726
未熟,みじゅく,5728
保管,ほかん,5729
恐縮,きょうしゅく,5732
作用,さよう,5733
引退,いんたい,5736
根性,こんじょう,5738
高価,こうか,5742
愚痴,ぐち,5744
切断,せつだん,5747
統一,とういつ,5748
標的,ひょうてき,5749
妊娠,にんしん,5752
流行,りゅうこう,5753
傲慢,ごうまん,5755
六十,ろくじゅう,5757
制止,せいし,5759
家事,かじ,5767
家具,かぐ,5771
視点,してん,5775
代償,だいしょう,5780
復帰,ふっき,5781
豊富,ほうふ,5782
麻痺,まひ,5783
今月,こんげつ,5804
可憐,かれん,5806
逃走,とうそう,5807
愕然,がくぜん,5813
事業,じぎょう,5817
果物,くだもの,5819
実戦,じっせん,5823
異性,いせい,5826
音声,おんせい,5833
反発,はんぱつ,5838
学年,がくねん,5840
堪能,たんのう,5841
神妙,しんみょう,5845
所有,しょゆう,5847
一冊,いっさつ,5850
裏側,うらがわ,5852
書物,しょもつ,5854
形式,けいしき,5859
日記,にっき,5861
狂気,きょうき,5862
往復,おうふく,5863
世紀,せいき,5864
未練,みれん,5871
正常,せいじょう,5873
陽気,ようき,5875
栄養,えいよう,5876
予備,よび,5878
地区,ちく,5883
犯行,はんこう,5909
不良,ふりょう,5910
回数,かいすう,5911
通報,つうほう,5914
工夫,くふう,5918
訂正,ていせい,5920
屈辱,くつじょく,5924
一筋,ひとすじ,5925
後者,こうしゃ,5927
適切,てきせつ,5934
軍隊,ぐんたい,5936
火事,かじ,5937
追及,ついきゅう,5938
却下,きゃっか,5940
解体,かいたい,5945
実在,じつざい,5948
批判,ひはん,5951
三回,さんかい,5958
真意,しんい,5961
内臓,ないぞう,5968
面会,めんかい,5970
幻想,げんそう,5973
第四,だいよん,5975
青空,あおぞら,6002
天然,てんねん,6003
後日,ごじつ,6009
婦人,ふじん,6010
当人,とうにん,6012
信念,しんねん,6013
万全,ばんぜん,6016
境遇,きょうぐう,6017
業務,ぎょうむ,6018
一目,ひとめ,6023
改造,かいぞう,6024
講義,こうぎ,6027
牛乳,ぎゅうにゅう,6033
華奢,きゃしゃ,6034
不吉,ふきつ,6035
三百,さんびゃく,6039
風情,ふぜい,6041
紫色,むらさきいろ,6046
継続,けいぞく,6049
京都,きょうと,6051
一分,いちぶ,6052
功績,こうせき,6055
会釈,えしゃく,6057
活用,かつよう,6059
一夜,いちや,6062
目元,めもと,6063
受験,じゅけん,6064
足場,あしば,6065
誠実,せいじつ,6066
文明,ぶんめい,6067
合間,あいま,6068
根元,ねもと,6069
目前,もくぜん,6070
画像,がぞう,6076
銀行,ぎんこう,6077
伝言,でんごん,6103
公開,こうかい,6112
貧乏,びんぼう,6113
要望,ようぼう,6114
制度,せいど,6117
費用,ひよう,6118
相応,そうおう,6123
皆無,かいむ,6124
足早,あしばや,6128
十七,じゅうしち,6130
一秒,いちびょう,6132
半日,はんにち,6136
現地,げんち,6139
尊重,そんちょう,6142
一帯,いったい,6143
臆病,おくびょう,6146
地震,じしん,6148
悪戯,いたずら,6150
戦略,せんりゃく,6157
加工,かこう,6160
疑惑,ぎわく,6163
鼻先,はなさき,6164
小鳥,ことり,6168
街中,まちなか,6171
出世,しゅっせ,6173
十八,じゅうはち,6174
追跡,ついせき,6183
最善,さいぜん,6184
軽蔑,けいべつ,6204
大物,おおもの,6206
脇腹,わきばら,6207
今晩,こんばん,6208
雑談,ざつだん,6209
当分,とうぶん,6213
庶民,しょみん,6215
平静,へいせい,6218
威嚇,いかく,6219
無能,むのう,6225
委員,いいん,6233
都会,とかい,6238
有無,うむ,6241
記者,きしゃ,6243
構築,こうちく,6244
宣伝,せんでん,6245
生産,せいさん,6249
願望,がんぼう,6251
五百,ごひゃく,6253
対決,たいけつ,6255
助言,じょげん,6262
万人,ばんにん,6264
食卓,しょくたく,6266
貢献,こうけん,6269
天下,てんか,6271
最新,さいしん,6272
就職,しゅうしょく,6273
大幅,おおはば,6274
寝顔,ねがお,6275
調達,ちょうたつ,6305
不便,ふべん,6306
無人,むじん,6307
四年,よねん,6310
病人,びょうにん,6312
究極,きゅうきょく,6314
支持,しじ,6315
読書,どくしょ,6317
口実,こうじつ,6319
原稿,げんこう,6320
色気,いろけ,6322
髪型,かみがた,6323
細工,さいく,6325
体制,たいせい,6328
礼儀,れいぎ,6330
空腹,くうふく,6333
有能,ゆうのう,6336
人口,じんこう,6337
平等,びょうどう,6339
頭脳,ずのう,6342
不正,ふせい,6345
眠気,ねむけ,6346
低下,ていか,6354
手柄,てがら,6356
五日,いつか,6361
違反,いはん,6363
調理,ちょうり,6364
侮辱,ぶじょく,6365
経済,けいざい,6366
重視,じゅうし,6367
裁判,さいばん,6369
形相,ぎょうそう,6370
代理,だいり,6371
欲求,よっきゅう,6372
牽制,けんせい,6376
建設,けんせつ,6377
出血,しゅっけつ,6378
大気,たいき,6379
役者,やくしゃ,6381
死人,しにん,6382
睡眠,すいみん,6383
拍子,ひょうし,6385
放出,ほうしゅつ,6402
向上,こうじょう,6411
先月,せんげつ,6412
個室,こしつ,6415
威厳,いげん,6418
自動,じどう,6424
共感,きょうかん,6425
率直,そっちょく,6428
心境,しんきょう,6430
承諾,しょうだく,6431
離脱,りだつ,6433
右側,みぎがわ,6435
二重,にじゅう,6440
逃亡,とうぼう,6443
落胆,らくたん,6444
足跡,あしあと,6445
対等,たいとう,6446
学者,がくしゃ,6447
野球,やきゅう,6448
数学,すうがく,6454
毎朝,まいあさ,6456
投入,とうにゅう,6461
漠然,ばくぜん,6462
破裂,はれつ,6478
日付,ひづけ,6486
手際,てぎわ,6503
滑稽,こっけい,6505
同感,どうかん,6508
行使,こうし,6512
茶色,ちゃいろ,6515
二枚,にまい,6516
交互,こうご,6517
本名,ほんみょう,6518
業者,ぎょうしゃ,6520
各国,かっこく,6528
同志,どうし,6530
形状,けいじょう,6540
進展,しんてん,6547
頑固,がんこ,6548
性別,せいべつ,6549
自嘲,じちょう,6551
失格,しっかく,6555
態勢,たいせい,6557
真理,しんり,6566
鮮明,せんめい,6568
毎晩,まいばん,6571
連想,れんそう,6572
伝統,でんとう,6573
洋服,ようふく,6574
狼狽,ろうばい,6575
最適,さいてき,6576
先週,せんしゅう,6604
長男,ちょうなん,6606
悲痛,ひつう,6607
由来,ゆらい,6608
進歩,しんぽ,6614
敬語,けいご,6623
寒気,さむけ,6625
十一,じゅういち,6626
感染,かんせん,6629
